cosponsor,sponsor,bill
"Rep. Gallagher, Mike [R-WI]","Rep. Curtis, John R. [R-UT]",HR 461
"Rep. Stewart, Chris [R-UT]","Rep. Curtis, John R. [R-UT]",HR 461
"Rep. Stefanik, Elise M. [R-NY]","Rep. Curtis, John R. [R-UT]",HR 461
"Rep. Kinzinger, Adam [R-IL]","Rep. Curtis, John R. [R-UT]",HR 461
"Rep. Khanna, Ro [D-CA]","Rep. Curtis, John R. [R-UT]",HR 461
"Rep. Hartzler, Vicky [R-MO]","Rep. Curtis, John R. [R-UT]",HR 461
"Rep. Cohen, Steve [D-TN]","Rep. Curtis, John R. [R-UT]",HR 461
"Rep. Davis, Rodney [R-IL]","Rep. Curtis, John R. [R-UT]",HR 461
"Rep. Wilson, Joe [R-SC]","Rep. Curtis, John R. [R-UT]",HR 461
"Rep. Stanton, Greg [D-AZ]","Rep. Curtis, John R. [R-UT]",HR 461
"Rep. Schweikert, David [R-AZ]","Rep. Curtis, John R. [R-UT]",HR 461
"Rep. McClintock, Tom [R-CA]","Rep. Curtis, John R. [R-UT]",HR 461
"Rep. Meijer, Peter [R-MI]","Rep. Stevens, Haley M. [D-MI]",HR 4610
"Rep. Garbarino, Andrew R. [R-NY]","Rep. Torres, Ritchie [D-NY]",HR 4611
"Rep. Upton, Fred [R-MI]","Rep. Wasserman Schultz, Debbie [D-FL]",HR 4612
"Rep. Newhouse, Dan [R-WA]","Rep. Young, Don [R-AK]",HR 4613
"Rep. Carbajal, Salud O. [D-CA]","Rep. Young, Don [R-AK]",HR 4613
"Rep. Panetta, Jimmy [D-CA]","Rep. Young, Don [R-AK]",HR 4613
"Rep. Pingree, Chellie [D-ME]","Rep. Young, Don [R-AK]",HR 4613
"Rep. Herrera Beutler, Jaime [R-WA]","Rep. Young, Don [R-AK]",HR 4613
"Rep. McCarthy, Kevin [R-CA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Cuellar, Henry [D-TX]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Amodei, Mark E. [R-NV]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Babin, Brian [R-TX]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Baird, James R. [R-IN]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Bentz, Cliff [R-OR]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Bergman, Jack [R-MI]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Boebert, Lauren [R-CO]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Bost, Mike [R-IL]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Burchett, Tim [R-TN]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Calvert, Ken [R-CA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Cammack, Kat [R-FL]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Carl, Jerry L. [R-AL]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Carter, Earl L. ""Buddy"" [R-GA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Cheney, Liz [R-WY]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Cole, Tom [R-OK]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Crawford, Eric A. ""Rick"" [R-AR]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Crenshaw, Dan [R-TX]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Curtis, John R. [R-UT]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Fleischmann, Charles J. ""Chuck"" [R-TN]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Fulcher, Russ [R-ID]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Garcia, Mike [R-CA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Gohmert, Louie [R-TX]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Resident Commissioner González-Colón, Jenniffer [R-PR]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Good, Bob [R-VA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Gosar, Paul A. [R-AZ]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Graves, Garret [R-LA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Grothman, Glenn [R-WI]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Herrell, Yvette [R-NM]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Herrera Beutler, Jaime [R-WA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Hice, Jody B. [R-GA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Issa, Darrell E. [R-CA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Johnson, Dusty [R-SD]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Joyce, David P. [R-OH]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Kelly, Trent [R-MS]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Kelly, Mike [R-PA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. LaMalfa, Doug [R-CA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Lamborn, Doug [R-CO]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Lucas, Frank D. [R-OK]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Malliotakis, Nicole [R-NY]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. McClintock, Tom [R-CA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. McKinley, David B. [R-WV]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. McMorris Rodgers, Cathy [R-WA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Meijer, Peter [R-MI]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Miller-Meeks, Mariannette [R-IA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Moore, Blake D. [R-UT]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Newhouse, Dan [R-WA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Obernolte, Jay [R-CA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Palmer, Gary J. [R-AL]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Del. Radewagen, Aumua Amata Coleman [R-AS]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Reed, Tom [R-NY]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Rice, Tom [R-SC]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Rogers, Mike D. [R-AL]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Rosendale Sr., Matthew M. [R-MT]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Salazar, Maria Elvira [R-FL]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Scalise, Steve [R-LA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Schweikert, David [R-AZ]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Simpson, Michael K. [R-ID]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Smith, Jason [R-MO]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Stauber, Pete [R-MN]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Steel, Michelle [R-CA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Thompson, Glenn [R-PA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Tiffany, Thomas P. [R-WI]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Valadao, David G. [R-CA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Weber, Randy K., Sr. [R-TX]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Webster, Daniel [R-FL]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Wittman, Robert J. [R-VA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Young, Don [R-AK]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Kim, Young [R-CA]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Timmons, William R. IV [R-SC]","Rep. Westerman, Bruce [R-AR]",HR 4614
"Rep. Sires, Albio [D-NJ]","Rep. Smith, Christopher H. [R-NJ]",HR 4615
"Rep. Demings, Val Butler [D-FL]","Rep. Diaz-Balart, Mario [R-FL]",HR 462
"Rep. Zeldin, Lee M. [R-NY]","Rep. Diaz-Balart, Mario [R-FL]",HR 462
"Rep. Meng, Grace [D-NY]","Rep. Diaz-Balart, Mario [R-FL]",HR 462
"Rep. Donalds, Byron [R-FL]","Rep. Diaz-Balart, Mario [R-FL]",HR 462
"Rep. Jordan, Jim [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4621
"Rep. Ryan, Tim [D-OH]","Rep. Balderson, Troy [R-OH]",HR 4621
"Rep. Gonzalez, Anthony [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4621
"Rep. Davidson, Warren [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4621
"Rep. Turner, Michael R. [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4621
"Rep. Kaptur, Marcy [D-OH]","Rep. Balderson, Troy [R-OH]",HR 4621
"Rep. Wenstrup, Brad R. [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4621
"Rep. Chabot, Steve [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4621
"Rep. Joyce, David P. [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4621
"Rep. Latta, Robert E. [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4621
"Rep. Gibbs, Bob [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4621
"Rep. Johnson, Bill [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4621
"Rep. Miller, Carol D. [R-WV]","Rep. Balderson, Troy [R-OH]",HR 4621
"Rep. Mooney, Alexander X. [R-WV]","Rep. Balderson, Troy [R-OH]",HR 4621
"Rep. McKinley, David B. [R-WV]","Rep. Balderson, Troy [R-OH]",HR 4621
"Rep. Jordan, Jim [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4622
"Rep. Ryan, Tim [D-OH]","Rep. Balderson, Troy [R-OH]",HR 4622
"Rep. Gonzalez, Anthony [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4622
"Rep. Beatty, Joyce [D-OH]","Rep. Balderson, Troy [R-OH]",HR 4622
"Rep. Davidson, Warren [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4622
"Rep. Turner, Michael R. [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4622
"Rep. Kaptur, Marcy [D-OH]","Rep. Balderson, Troy [R-OH]",HR 4622
"Rep. Wenstrup, Brad R. [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4622
"Rep. Chabot, Steve [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4622
"Rep. Joyce, David P. [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4622
"Rep. Latta, Robert E. [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4622
"Rep. Gibbs, Bob [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4622
"Rep. Johnson, Bill [R-OH]","Rep. Balderson, Troy [R-OH]",HR 4622
"Rep. Stauber, Pete [R-MN]","Rep. Bentz, Cliff [R-OR]",HR 4623
"Rep. Boebert, Lauren [R-CO]","Rep. Bentz, Cliff [R-OR]",HR 4623
"Rep. Tiffany, Thomas P. [R-WI]","Rep. Bentz, Cliff [R-OR]",HR 4623
"Rep. Rosendale Sr., Matthew M. [R-MT]","Rep. Bentz, Cliff [R-OR]",HR 4623
"Rep. Obernolte, Jay [R-CA]","Rep. Bentz, Cliff [R-OR]",HR 4623
"Rep. Westerman, Bruce [R-AR]","Rep. Bentz, Cliff [R-OR]",HR 4623
"Rep. LaMalfa, Doug [R-CA]","Rep. Bentz, Cliff [R-OR]",HR 4623
"Rep. Newhouse, Dan [R-WA]","Rep. Bentz, Cliff [R-OR]",HR 4623
"Rep. Garcia, Mike [R-CA]","Rep. Bentz, Cliff [R-OR]",HR 4623
"Rep. Bost, Mike [R-IL]","Rep. Bergman, Jack [R-MI]",HR 4624
"Rep. Panetta, Jimmy [D-CA]","Rep. Bergman, Jack [R-MI]",HR 4624
"Rep. Bost, Mike [R-IL]","Rep. Bergman, Jack [R-MI]",HR 4625
"Rep. Bost, Mike [R-IL]","Rep. Bergman, Jack [R-MI]",HR 4626
"Rep. Bilirakis, Gus M. [R-FL]","Rep. Blunt Rochester, Lisa [D-DE]",HR 4627
"Rep. Levin, Mike [D-CA]","Rep. Blunt Rochester, Lisa [D-DE]",HR 4627
"Rep. Dunn, Neal P. [R-FL]","Rep. Burgess, Michael C. [R-TX]",HR 4628
"Rep. Allred, Colin Z. [D-TX]","Rep. Burgess, Michael C. [R-TX]",HR 4628
"Rep. Crow, Jason [D-CO]","Rep. Burgess, Michael C. [R-TX]",HR 4628
"Rep. Fitzpatrick, Brian K. [R-PA]","Rep. Bustos, Cheri [D-IL]",HR 4629
"Rep. Larsen, Rick [D-WA]","Rep. Espaillat, Adriano [D-NY]",HR 463
"Rep. Perry, Scott [R-PA]","Rep. Cawthorn, Madison [R-NC]",HR 4630
"Rep. Duncan, Jeff [R-SC]","Rep. Cawthorn, Madison [R-NC]",HR 4630
"Rep. Steube, W. Gregory [R-FL]","Rep. Cawthorn, Madison [R-NC]",HR 4630
"Rep. Norman, Ralph [R-SC]","Rep. Cawthorn, Madison [R-NC]",HR 4630
"Rep. Greene, Marjorie Taylor [R-GA]","Rep. Cawthorn, Madison [R-NC]",HR 4630
"Rep. Weber, Randy K., Sr. [R-TX]","Rep. Cawthorn, Madison [R-NC]",HR 4630
"Rep. Beyer, Donald S., Jr. [D-VA]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Brownley, Julia [D-CA]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Dean, Madeleine [D-PA]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. DeFazio, Peter A. [D-OR]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Garamendi, John [D-CA]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Kilmer, Derek [D-WA]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Lawrence, Brenda L. [D-MI]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Lee, Barbara [D-CA]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Lieu, Ted [D-CA]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Meng, Grace [D-NY]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Moore, Gwen [D-WI]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Napolitano, Grace F. [D-CA]","Rep. Chu, Judy [D-CA]",HR 4631
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Peters, Scott H. [D-CA]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Sánchez, Linda T. [D-CA]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Schakowsky, Janice D. [D-IL]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Swalwell, Eric [D-CA]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Takano, Mark [D-CA]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Titus, Dina [D-NV]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Vargas, Juan [D-CA]","Rep. Chu, Judy [D-CA]",HR 4631
"Rep. Kinzinger, Adam [R-IL]","Rep. Connolly, Gerald E. [D-VA]",HR 4632
"Rep. Maloney, Carolyn B. [D-NY]","Rep. Connolly, Gerald E. [D-VA]",HR 4632
"Rep. Burchett, Tim [R-TN]","Rep. Connolly, Gerald E. [D-VA]",HR 4632
"Rep. Titus, Dina [D-NV]","Rep. Connolly, Gerald E. [D-VA]",HR 4632
"Rep. Courtney, Joe [D-CT]","Rep. Connolly, Gerald E. [D-VA]",HR 4632
"Rep. Turner, Michael R. [R-OH]","Rep. Cooper, Jim [D-TN]",HR 4634
"Rep. Velazquez, Nydia M. [D-NY]","Rep. Cooper, Jim [D-TN]",HR 4634
"Rep. Thompson, Glenn [R-PA]","Rep. Cooper, Jim [D-TN]",HR 4634
"Rep. Spanberger, Abigail Davis [D-VA]","Rep. Cooper, Jim [D-TN]",HR 4634
"Rep. Lucas, Frank D. [R-OK]","Rep. Cooper, Jim [D-TN]",HR 4634
"Rep. Beyer, Donald S., Jr. [D-VA]","Rep. Cooper, Jim [D-TN]",HR 4634
"Rep. Calvert, Ken [R-CA]","Rep. Cooper, Jim [D-TN]",HR 4634
"Rep. Thompson, Glenn [R-PA]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Bacon, Don [R-NE]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Bishop, Sanford D., Jr. [D-GA]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Bustos, Cheri [D-IL]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Cartwright, Matt [D-PA]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Correa, J. Luis [D-CA]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Costa, Jim [D-CA]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Craig, Angie [D-MN]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Cuellar, Henry [D-TX]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. DelBene, Suzan K. [D-WA]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Delgado, Antonio [D-NY]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Fulcher, Russ [R-ID]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Hayes, Jahana [D-CT]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Houlahan, Chrissy [D-PA]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Jacobs, Chris [R-NY]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Joyce, John [R-PA]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Lamb, Conor [D-PA]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Mann, Tracey [R-KS]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Kind, Ron [D-WI]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Kuster, Ann M. [D-NH]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Meng, Grace [D-NY]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Meuser, Daniel [R-PA]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. O'Halleran, Tom [D-AZ]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Pappas, Chris [D-NH]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Pocan, Mark [D-WI]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Reschenthaler, Guy [R-PA]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Schrader, Kurt [D-OR]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Scott, David [D-GA]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Slotkin, Elissa [D-MI]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Smucker, Lloyd [R-PA]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Spanberger, Abigail Davis [D-VA]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Stefanik, Elise M. [R-NY]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Stevens, Haley M. [D-MI]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Suozzi, Thomas R. [D-NY]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Tonko, Paul [D-NY]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Valadao, David G. [R-CA]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Van Drew, Jefferson [R-NJ]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Welch, Peter [D-VT]","Rep. Courtney, Joe [D-CT]",HR 4635
"Rep. Spanberger, Abigail Davis [D-VA]","Rep. Davis, Rodney [R-IL]",HR 4638
"Rep. Fortenberry, Jeff [R-NE]","Rep. Foster, Bill [D-IL]",HR 464
"Rep. Blumenauer, Earl [D-OR]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Cartwright, Matt [D-PA]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Chu, Judy [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Cleaver, Emanuel [D-MO]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Cohen, Steve [D-TN]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. DeFazio, Peter A. [D-OR]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Dingell, Debbie [D-MI]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Evans, Dwight [D-PA]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Grijalva, Raúl M. [D-AZ]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Hayes, Jahana [D-CT]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Johnson, Eddie Bernice [D-TX]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Kaptur, Marcy [D-OH]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Khanna, Ro [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Lee, Barbara [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Levin, Andy [D-MI]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Lowenthal, Alan S. [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Maloney, Carolyn B. [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Mfume, Kweisi [D-MD]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Nadler, Jerrold [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Perlmutter, Ed [D-CO]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Porter, Katie [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Schakowsky, Janice D. [D-IL]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Sewell, Terri A. [D-AL]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Speier, Jackie [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Suozzi, Thomas R. [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Takano, Mark [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Titus, Dina [D-NV]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Thompson, Mike [D-CA]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Tonko, Paul [D-NY]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. DeLauro, Rosa L. [D-CT]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Watson Coleman, Bonnie [D-NJ]","Rep. Doggett, Lloyd [D-TX]",HR 4640
"Rep. Thompson, Mike [D-CA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Matsui, Doris O. [D-CA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. McNerney, Jerry [D-CA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Panetta, Jimmy [D-CA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Lofgren, Zoe [D-CA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Khanna, Ro [D-CA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Huffman, Jared [D-CA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Cárdenas, Tony [D-CA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Barragan, Nanette Diaz [D-CA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Torres, Norma J. [D-CA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Bonamici, Suzanne [D-OR]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Blumenauer, Earl [D-OR]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Lee, Barbara [D-CA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Garamendi, John [D-CA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Swalwell, Eric [D-CA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Larsen, Rick [D-WA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Chu, Judy [D-CA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Jayapal, Pramila [D-WA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Lowenthal, Alan S. [D-CA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Rep. Brownley, Julia [D-CA]","Rep. Eshoo, Anna G. [D-CA]",HR 4641
"Del. Plaskett, Stacey E. [D-VI]","Resident Commissioner González-Colón, Jenniffer [R-PR]",HR 4642
"Rep. Brooks, Mo [R-AL]","Rep. Gosar, Paul A. [R-AZ]",HR 4644
"Rep. Biggs, Andy [R-AZ]","Rep. Gosar, Paul A. [R-AZ]",HR 4644
"Rep. Gaetz, Matt [R-FL]","Rep. Gosar, Paul A. [R-AZ]",HR 4644
"Rep. Curtis, John R. [R-UT]","Rep. Hayes, Jahana [D-CT]",HR 4646
"Rep. Chu, Judy [D-CA]","Rep. Huffman, Jared [D-CA]",HR 4647
"Rep. Panetta, Jimmy [D-CA]","Rep. Huffman, Jared [D-CA]",HR 4647
"Rep. Lowenthal, Alan S. [D-CA]","Rep. Huffman, Jared [D-CA]",HR 4647
"Rep. Schiff, Adam B. [D-CA]","Rep. Huffman, Jared [D-CA]",HR 4647
"Rep. Napolitano, Grace F. [D-CA]","Rep. Huffman, Jared [D-CA]",HR 4647
"Rep. Swalwell, Eric [D-CA]","Rep. Huffman, Jared [D-CA]",HR 4647
"Rep. Kirkpatrick, Ann [D-AZ]","Rep. Huffman, Jared [D-CA]",HR 4647
"Rep. Garamendi, John [D-CA]","Rep. Huffman, Jared [D-CA]",HR 4647
"Rep. Brownley, Julia [D-CA]","Rep. Huffman, Jared [D-CA]",HR 4647
"Rep. Levin, Mike [D-CA]","Rep. Huffman, Jared [D-CA]",HR 4647
"Rep. Carbajal, Salud O. [D-CA]","Rep. Huffman, Jared [D-CA]",HR 4647
"Rep. Bera, Ami [D-CA]","Rep. Huffman, Jared [D-CA]",HR 4647
"Rep. Lee, Barbara [D-CA]","Rep. Huffman, Jared [D-CA]",HR 4647
"Rep. DeSaulnier, Mark [D-CA]","Rep. Huffman, Jared [D-CA]",HR 4647
"Rep. Schrier, Kim [D-WA]","Rep. Johnson, Dusty [R-SD]",HR 4649
"Rep. Kaptur, Marcy [D-OH]","Rep. Garamendi, John [D-CA]",HR 465
"Rep. Fortenberry, Jeff [R-NE]","Rep. Garamendi, John [D-CA]",HR 465
